922688	18
922735	16
922822	19
922845	5
922851	16
922862	19
922867	10
923089	15
923115	19
923128	24
923142	5
923160	19
923197	25
923397	22
923432	5
923516	21
930814	25
931061	10
931066	24
932231	16
933671	16
935123	20
938359	19
955614	21
