922688	15
922714	18
922735	10
922740	20
922746	27
922784	20
922812	20
922822	15
922851	15
922862	15
922866	25
922867	15
923089	19
923128	15
923142	10
923197	15
923353	18
923513	21
923516	15
930814	18
931052	27
931066	21
931271	15
933671	15
934765	27
935114	15
935123	15
938359	15
943629	10
959815	15
